"DATE";"WEEK";"ADO";"CvsB_T";"CvsB_U";"CvsA";"B_TvsB_U";"B_TvsA";"B_UvsA";"CvsB_TR";"CvsB_UR";"CvsAR";"B_TvsB_UR";"B_TvsAR";"B_UvsAR";"BDISP"
"2020-08-25";"Week 00";0.359320339830085;1;0.671328671328671;0.773226773226773;1;1;1;0.045354753934754;0.0530256740902679;0.045611410314407;0.0268108651939967;0.0277817485823258;0.0188039803485387;0.299047276450721
"2020-09-16";"Week 03";0.000499750124937531;1;0.00299850074962519;0.00299850074962519;0.00299850074962519;0.00299850074962519;1;0.0347232974132677;0.280682551070328;0.227390118826348;0.184099715806543;0.161509495442547;0.033451274303247;0.681499947671656
"2020-09-24";"Week 04";0.000499750124937531;0.0179910044977511;0.101949025487256;0.00299850074962519;1;0.00299850074962519;0.00599700149925037;0.119038356029199;0.0838571739016656;0.158195435578168;0.0315339309408364;0.203482325806493;0.146501387537326;0.164347969330486
"2020-09-30";"Week 05";0.000499750124937531;0.00299850074962519;0.00299850074962519;0.00299850074962519;0.31784107946027;1;0.269865067466267;0.189876084879352;0.219917203944109;0.317605415827989;0.0585511459081666;0.0299807856960638;0.0799166318628622;0.00216353336568709
"2020-10-07";"Week 06";0.000499750124937531;0.00299850074962519;0.00299850074962519;0.00299850074962519;0.662668665667166;0.00599700149925037;0.350824587706147;0.383170760761598;0.420509901114251;0.492954907089975;0.0591985430806774;0.13929598781207;0.0643520057719084;0.342018736320716
"2020-10-15";"Week 07";0.000499750124937531;0.00299850074962519;0.00299850074962519;0.00299850074962519;1;0.0449775112443778;1;0.385325957524774;0.514638916767322;0.371444698200705;0.0340575050960728;0.0838245399232482;0.0558375502110238;0.227482514900735
"2020-11-03";"Week 10";0.000499750124937531;0.00299850074962519;0.00299850074962519;0.00599700149925037;1;0.7976011994003;0.452773613193403;0.32388942448294;0.344603148884571;0.206880237407435;0.0154679688602287;0.0552402229517614;0.0644929862702563;0.00697729985581566
"2020-11-24";"Week 13";0.000499750124937531;0.116941529235382;1;0.00299850074962519;1;0.00299850074962519;0.0119940029985007;0.0841380871260542;0.0526166942788513;0.184563565244735;0.0349664237365282;0.223737220949462;0.192015561372497;0.0469433614365648
"2020-12-16";"Week 16";0.0374812593703148;0.188905547226387;0.182908545727136;0.0899550224887556;1;1;1;0.0884411740137093;0.0884697806481479;0.104221090006055;0.0235198067753947;0.0358712883911447;0.0298603899274398;0.294012686629677
