Chip Run Info,M:\GUDP\Opddelings forsøg\Fluidigm data\fluidigm_runs\First_run\ChipRun.bml,1362288457,96.96 (136x),96x96_qPCR (10min Hot Start : 35cyc) + MCA ,ROX,EvaGreen,30-11-2021 12:51:38,01:28:06,BIOMARKHD439,SamplePlateName: Undefined,SamplePlateBarCode: Undefined,ReagentPlateName: Undefined,ReagentPlateBarCode: Undefined
Application Version,4.7.1
Application Build,20200930.1707
Export Type,Heatmap Results : Inlet-based View
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


EvaGreen Ct
,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,,
,,aac(6')-II ,aac(6')-Ib 1  ,aac(6')-Ib 2 ,aacC1 ,aacC2 ,aacC4,aadD,aacA/aphD ,aadA 1a ,aadA1 b,aadA5 1 ,aadA5 2  ,aadA9 1,aadA9 2  ,aph(2')-Id ,aph6ia ,aphA1  ,aphA3,bla-ACC-1,BLA-SHV,blaTEM,blaTEM,blaTEM,blaVIM ,blaPER ,bla-L1  ,blaIMP(2)  ,blaOXA1/blaOXA30 ,blaOXA10 1,blaCTX-M ,blaCTX-Ma  ,blaCTX-Mb,blaCTX-Mc   ,blaCTX-Md,blaCTX-Me,CMYX  (blacmy 2a) ,blaCMY2b ,BLA-cmy-2,cfiA,cfxA,cphA(1) ,carB,CzrC1,16s,16s,16s,dfrA12,IS26,ermB,ermB,ermB,ermB jucl/Gun,ermB jucl/Gun,ermB jucl/Gun,Erm F,ermT,InuB,InuC,IS1216,IS6100,msrD (matA/mel,mcr1,mefA,mecA,mphB,msrA,msrC,pbp2,sat4,str,strA,strB,Sul1 ,Sul2,spcN,tetA,tetB-1,tetB-2,tet C-1,tet C-2,TetL,tetM,tetO-1,tetO-2,Increp64,tet(W),TolC1,tetQ,tet(32),tetPA,tetPB,tetX,Van A,vanB,VatE,water,,
01,329_24-09-2020_B1,999,999,999,999,999,999,999,999,20.6031146237597,21.3190184665098,999,999,999,999,999,999,999,18.5644302486384,999,999,21.5074864283126,22.1643277672875,22.3596613866313,999,999,999,999,999,999,999,999,999,999,27.7596424706455,999,999,22.3426299535944,23.5083035501643,999,18.3068373938425,31.2818904965628,999,999,11.4619488895699,11.5341157781777,11.4920004426785,999,20.5475878380351,18.1978916855992,18.4262853258099,18.1125725367381,18.8547068542526,18.3253630131892,18.5432207547869,20.9824641520608,999,19.1941942387764,28.6104076470326,999,999,20.792710139623,999,17.042647889568,999,999,999,999,999,18.7492813477537,999,999,22.0040699127618,999,21.1593698086424,999,21.1292601259988,21.7275975793886,23.161632488111,21.9065306367048,23.0817841775481,999,23.5568074058042,15.0314351711258,14.9138632211034,999,13.935628839668,20.1120981695356,14.5720423574982,17.4339305651894,21.0409467222331,999,21.5038439062436,999,24.5278432326458,25.0393161928116,999,,
02,33_30-09-2020_C1,999,999,999,999,999,999,999,999,21.7496940790304,21.5844880557194,999,999,999,999,999,999,999,20.5378626234057,999,999,999,999,999,999,999,999,999,999,999,999,999,29.1540686136665,999,999,999,999,999,999,999,18.7771369239837,29.6093639649176,999,999,11.5733361082066,11.5674681901886,11.5464854374148,999,999,17.0602030357479,17.3510715931981,16.9567841643169,18.1792450586113,17.9640393334472,18.1288738613304,22.4535847314404,999,23.3508011192906,28.8325355714973,999,999,20.0411146693686,999,16.7768378837255,999,999,999,999,999,20.2223851465215,999,999,999,33.3080979433139,999,999,999,999,999,999,999,999,18.8115282834089,16.3202490198548,15.7339284185019,999,14.1961752794055,999,15.691737596859,18.0426391852763,19.14139090744,999,999,999,21.7794277763781,21.8845464257784,999,,
03,61_30-09-2020_C1,999,999,999,999,999,999,999,999,22.3378184102721,24.2443844805722,999,999,999,999,999,999,999,21.4608098373632,999,999,999,24.4761105470641,999,999,999,999,999,999,999,999,999,30.1629181814111,999,999,999,33.5434521786164,999,999,999,19.8040283249379,30.7499741795603,999,999,12.6736725419986,12.5014127353008,12.6015063510524,999,24.1478255500254,19.2668693049796,19.497160928168,19.1010335725731,20.5367972007797,20.7845247301163,21.2203807854942,22.9752189794166,999,21.9607126147553,29.70672683056,23.5478172704366,999,21.1295941255767,999,18.0086769566898,999,999,999,999,999,20.5282412295668,999,999,24.1432561474234,999,999,999,31.6325486622149,999,999,999,999,999,22.6506801344257,16.8041749441833,16.4817971436861,999,15.5794482449548,999,16.3752605510301,18.1555297278424,19.2917485033105,999,23.4392792871718,999,999,23.5831141878585,999,,
04,114_30-09-2020_A1,999,999,999,999,999,999,999,999,19.5064519930632,20.3910353994457,999,999,999,999,999,999,999,25.038657985894,999,999,20.5116542790064,20.6077293374014,21.0304868716231,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,16.7528508025783,16.7613724707155,16.7249869954748,999,19.0660533942829,999,999,24.705364103547,25.4763539491195,999,24.4021151062963,999,999,999,999,999,999,24.319874037249,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,22.1226433041098,999,20.9024614294271,20.849325653464,22.0244648055716,23.2192361156568,25.0779553923289,999,999,999,999,999,999,,
05,170_30-09-2020_B1,999,999,999,999,999,999,999,999,24.511108608619,24.9660870584222,999,999,999,999,999,999,999,20.5934710525903,999,999,999,24.5272342427773,999,999,999,999,999,999,999,999,999,999,999,34.7057292458228,999,999,999,999,999,19.2707535886861,31.6550505353494,999,999,11.9302157757198,12.0121150910144,11.9649079112363,33.2007256469963,999,18.3401886683278,19.0077620605553,18.8275067108755,19.5113979480844,19.7945576295698,19.9470362207833,22.4606075296702,999,21.177716775489,28.6202416060366,999,999,20.7723673096933,999,17.5242780794688,999,999,999,999,999,19.4722529368361,999,999,999,999,999,999,33.4379055084173,999,999,999,999,999,22.4665521456422,15.0586353077052,14.8394461910337,29.5926060152654,14.9371775039911,999,15.54214105405,17.27319709491,19.5582349676846,999,999,999,22.9998570434873,22.7824186210956,999,,
06,236_30-09-2020_B1,999,999,999,999,999,999,999,999,23.6703596778489,25.1443734962073,999,999,999,999,999,999,999,24.6412163833379,999,999,24.3757096523176,24.5331719027905,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,22.6456350363169,999,999,999,15.8163247828673,15.899300500845,15.8915535474654,999,21.6500750295248,22.1161554372579,20.9479111179512,999,22.1123013783566,24.2079632462249,24.3912614104497,999,999,999,32.6287105713941,999,999,23.5631548807046,999,24.3361402578547,999,999,999,999,999,23.2266525532947,999,999,999,999,999,999,24.1952357278289,999,999,999,999,999,999,18.8896107934342,18.8017547203483,999,17.8755690840096,23.404175627807,18.1345523459742,21.8034971055379,21.6054685188661,999,25.3063915322838,999,999,999,999,,
07,Katrine Poolmix 2018 10-3,17.3222241278622,17.8303723323795,18.4515966518759,18.1839469763455,18.510695759474,18.2149328846053,19.6072361413201,19.6630705994135,19.8411408998387,17.3029727562511,17.5358798829791,18.5305060818035,18.7869130145364,19.0796459017445,20.6850873978704,19.205486537512,18.8483476155566,26.3272934861344,17.7224034941401,22.7102444186039,17.9301093092247,17.7650534392163,17.8419922015161,19.5237429020107,17.4669983228559,17.8280063608955,17.7702692917096,20.2799650506525,18.208355754705,20.0128384278288,17.3657347921088,19.4079555715182,17.0395510585617,17.8158697266353,20.1753349127537,20.0392776612512,19.5566659476693,17.7919058132835,20.4849778145086,18.0237759678399,20.7443420433853,19.0903106960458,19.1404746270798,16.7509720318055,16.8035855445986,16.8292118261707,18.7082304446319,19.332022829559,17.2795694790103,17.4676834311385,17.5056331734404,17.4703305300575,17.5365805712615,16.9830389832979,18.4741864636007,999,17.1590506374903,17.851082505803,25.1378710782108,24.1862316197102,17.9446303756331,19.7583595324784,21.2108883851289,18.3683642908158,17.3293328177274,17.3789015310211,18.9928182323725,18.1880238548162,19.6458102966528,18.5362089097332,24.2233371860872,21.9160542516143,33.0177704632189,21.4128689926357,17.7654806405357,22.9739379865393,999,23.4507955492698,23.0664153837899,24.4165249011068,28.3256868983815,19.1474240052493,999,19.7709476571888,22.5654640582623,19.4300626094968,21.1800861709432,18.8150103359075,17.3639018542161,18.3446096293354,18.1046162497289,17.6798786701888,999,999,17.8535661331605,999,,
08,Katrine Poolmix 2018 10-1,10.3321837552166,10.8210910828774,11.1478705958241,11.2833381073047,11.4584778898178,11.2796106160278,12.2937187797303,11.8959559319467,12.1460931410593,10.2591742341215,10.5936203459989,11.4139181623808,11.7070629732016,12.1436784619787,13.5107438588724,12.0346374073628,11.5245965680363,20.7481775730851,10.645064239637,16.1128034051495,10.5143793377158,10.5767674867978,10.4863307488543,12.0180404240169,10.3753449223602,10.5735871032866,10.4874120983728,12.686298396307,10.9749176490693,12.3868950381839,10.4969120435478,12.079599432666,10.0646046117998,10.6823868705073,13.133953674976,12.5900351525499,12.2641712559566,10.7498897217759,12.8266342327477,10.6105067866707,13.2058669193756,11.7359795744045,11.782581188055,9.92155419969238,9.94013023524638,9.94064650647954,11.5005564365854,11.9062796167181,9.97874526614007,10.0120004453316,9.99373489060288,10.7557841630061,10.6196376471957,10.816991570507,11.4396436077413,999,9.93972908410588,10.5830881281525,19.31324509384,15.9066404079267,10.7591100254093,13.1695283092717,13.3413202955561,10.825224382,10.295710336706,10.1177908525173,12.0209583203696,10.8480708800384,12.2192853593662,11.5267425912262,18.6662064385409,14.2662571582821,21.8980138554262,13.9604682027909,10.8770576786729,15.7828101722801,15.8164662435711,16.4371717002138,15.9081009105435,16.6240591553224,21.7511614294011,11.8038615248363,999,12.3234327029132,14.9401144978567,12.1213916119659,14.2970040031037,11.4022128184862,10.3029751349508,10.8713514400296,10.9000052721892,10.27311049403,999,999,10.5673952321081,999,,
09,276_30-09-2020_B1,999,999,999,999,999,21.8414977424424,999,999,21.7517759538781,21.6311419331247,999,27.6216205760603,999,999,999,999,999,23.3886665654042,999,999,21.0869805206529,20.7446032512726,21.451730034521,999,999,999,999,999,999,999,999,32.0059909026701,999,32.1237332004327,999,29.8940292733717,18.5661795811709,19.1650195644054,999,23.0348070544326,32.9147304237166,999,999,12.886775996648,12.9040505276585,12.8489739534363,999,20.2752116971505,16.6931306395836,16.910337392162,16.6257354206602,17.5549809700602,17.3047094839844,17.7658594618029,24.5250202916534,999,22.1392082990194,30.1375360270315,22.2731481278118,999,22.1377443125534,999,19.2795316051329,999,999,999,999,999,21.8091497786088,999,23.9807760989214,21.2801356624902,31.9954961008564,23.9148592819389,999,20.9392836828361,20.0019023575927,20.4997668562762,20.2262927717325,20.3118310711098,999,21.5677494539895,17.4247360782546,16.9826721328206,999,15.2340808093288,20.4469560433258,16.4485271334008,20.0892154426666,21.8035233053452,999,999,999,999,22.9398290136975,999,,
