PIG	DATE	GROUP	FULL	OUA	Stald	Antibiotic	Behandlingsdato	Week	GROUP_B	DATE_dif_nul	So	Note	Behandlings_tidpunkt
73	25-08-2020	nul	X73_25.08.2020_nul_V3v4_S50	1	Farrestald	0	0	Week 00	A	25-08-2020	1000	PlusSo	Early
114	25-08-2020	nul	X114_25.08.2020_nul_V3v4_S27	1	Farrestald	0	0	Week 00	A	25-08-2020	3402	PlusSo	Batch
123	25-08-2020	nul	X123_25.08.2020_nul_V3v4_S39	1	Farrestald	0	0	Week 00	A	25-08-2020	3416	PlusSo	Batch
143	25-08-2020	nul	X143_25.08.2020_nul_V3v4_S51	1	Farrestald	0	0	Week 00	A	25-08-2020	4340	PlusSo	Late
156	25-08-2020	nul	X156_25.08.2020_nul_V3v4_S87	1	Farrestald	0	0	Week 00	A	25-08-2020	400	PlusSo	Batch
177	25-08-2020	nul	X177_25.08.2020_nul_V3v4_S52	1	Farrestald	0	0	Week 00	A	25-08-2020	4468	PlusSo	Batch
191	25-08-2020	nul	X191_25.08.2020_nul_V3v4_S64	1	Farrestald	0	0	Week 00	A	25-08-2020	4390	PlusSo	Batch
235	25-08-2020	nul	X235_26.08.2020_nul_V3v4_S17	1	Farrestald	0	0	Week 00	A	26-08-2020	3593	PlusSo	Batch
260	25-08-2020	nul	X260_26.08.2020_nul_V3v4_S77	1	Farrestald	0	0	Week 00	A	26-08-2020	3939	PlusSo	Batch
264	25-08-2020	nul	X264_26.08.2020_nul_V3v4_S89	1	Farrestald	0	0	Week 00	A	26-08-2020	3939	PlusSo	Early
277	25-08-2020	nul	X277_26.08.2020_nul_V3v4_S42	1	Farrestald	0	0	Week 00	A	26-08-2020	4157	PlusSo	Batch
280	25-08-2020	nul	X280_26.08.2020_nul_V3v4_S78	1	Farrestald	0	0	Week 00	A	26-08-2020	3000	PlusSo	Late
290	25-08-2020	nul	X290_26.08.2020_nul_V3v4_S90	1	Farrestald	0	0	Week 00	A	26-08-2020	3000	PlusSo	Early
291	25-08-2020	nul	X291_26.08.2020_nul_V3v4_S7	1	Farrestald	0	0	Week 00	A	26-08-2020	3000	PlusSo	Batch
314	25-08-2020	nul	X314_26.08.2020_nul_V3v4_S43	1	Farrestald	0	0	Week 00	A	26-08-2020	4103	PlusSo	Batch
319	25-08-2020	nul	X319_26.08.2020_nul_V3v4_S67	1	Farrestald	0	0	Week 00	A	26-08-2020	5000	PlusSo	Early
320	25-08-2020	nul	X320_26.08.2020_nul_V3v4_S79	1	Farrestald	0	0	Week 00	A	26-08-2020	5000	PlusSo	Batch
325	25-08-2020	nul	X325_26.08.2020_nul_V3v4_S8	1	Farrestald	0	0	Week 00	A	26-08-2020	5000	PlusSo	Early
326	25-08-2020	nul	X326_26.08.2020_nul_V3v4_S20	1	Farrestald	0	0	Week 00	A	26-08-2020	5000	PlusSo	Batch
65	25-08-2020	nul	X65_25.08.2020_nul_V3v4_S26	1	Farrestald	0	0	Week 00	B_T	25-08-2020	4461	PlusSo	Batch
68	25-08-2020	nul	X68_25.08.2020_nul_V3v4_S38	1	Farrestald	0	0	Week 00	B_T	25-08-2020	1000	PlusSo	Batch
110	25-08-2020	nul	X110_25.08.2020_nul_V3v4_S3	1	Farrestald	0	0	Week 00	B_T	25-08-2020	3402	PlusSo	Batch
192	25-08-2020	nul	X192_25.08.2020_nul_V3v4_S76	1	Farrestald	0	0	Week 00	B_T	25-08-2020	4390	PlusSo	Batch
214	25-08-2020	nul	X214_26.08.2020_nul_V3v4_S88	1	Farrestald	0	0	Week 00	B_T	26-08-2020	3871	PlusSo	Batch
236	25-08-2020	nul	X236_26.08.2020_nul_V3v4_S29	1	Farrestald	0	0	Week 00	B_T	26-08-2020	3593	PlusSo	Batch
247	25-08-2020	nul	X247_26.08.2020_nul_V3v4_S41	1	Farrestald	0	0	Week 00	B_T	26-08-2020	2000	PlusSo	Batch
248	25-08-2020	nul	X248_26.08.2020_nul_V3v4_S53	1	Farrestald	0	0	Week 00	B_T	26-08-2020	2000	PlusSo	Batch
259	25-08-2020	nul	X259_26.08.2020_nul_V3v4_S65	1	Farrestald	0	0	Week 00	B_T	26-08-2020	3939	PlusSo	Batch
269	25-08-2020	nul	X269_26.08.2020_nul_V3v4_S6	1	Farrestald	0	0	Week 00	B_T	26-08-2020	3939	PlusSo	Batch
276	25-08-2020	nul	X276_26.08.2020_nul_V3v4_S30	1	Farrestald	0	0	Week 00	B_T	26-08-2020	4157	PlusSo	Batch
278	25-08-2020	nul	X278_26.08.2020_nul_V3v4_S54	1	Farrestald	0	0	Week 00	B_T	26-08-2020	4157	PlusSo	Batch
312	25-08-2020	nul	X312_26.08.2020_nul_V3v4_S31	1	Farrestald	0	0	Week 00	B_T	26-08-2020	4103	PlusSo	Batch
318	25-08-2020	nul	X318_26.08.2020_nul_V3v4_S55	1	Farrestald	0	0	Week 00	B_T	26-08-2020	4103	PlusSo	Batch
331	25-08-2020	nul	-	1	Farrestald	0	0	Week 00	B_T	26-08-2020	5000	PlusSo	Batch
16	25-08-2020	nul	X16_25.08.2020_nul_S90	1	Farrestald	0	0	Week 00	B_U	25-08-2020	3317	Fraveannet	RWA
80	25-08-2020	nul	X80_25.08.2020_nul_V3v4_S62	1	Farrestald	0	0	Week 00	B_U	25-08-2020	3824	Fraveannet	RWA
112	25-08-2020	nul	X112_25.08.2020_nul_V3v4_S15	1	Farrestald	0	0	Week 00	B_U	25-08-2020	3402	PlusSo	RWA
149	25-08-2020	nul	X149_25.08.2020_nul_V3v4_S63	1	Farrestald	0	0	Week 00	B_U	25-08-2020	4340	PlusSo	RWA
151	25-08-2020	nul	X151_25.08.2020_nul_V3v4_S75	1	Farrestald	0	0	Week 00	B_U	25-08-2020	400	PlusSo	RWA
158	25-08-2020	nul	X158_25.08.2020_nul_V3v4_S4	1	Farrestald	0	0	Week 00	B_U	25-08-2020	4395	PlusSo	RWA
160	25-08-2020	nul	X160_25.08.2020_nul_V3v4_S16	1	Farrestald	0	0	Week 00	B_U	25-08-2020	4395	PlusSo	RWA
170	25-08-2020	nul	X170_25.08.2020_nul_V3v4_S28	1	Farrestald	0	0	Week 00	B_U	25-08-2020	4468	PlusSo	RWA
173	25-08-2020	nul	X173_25.08.2020_nul_V3v4_S40	1	Farrestald	0	0	Week 00	B_U	25-08-2020	4468	PlusSo	RWA
223	25-08-2020	nul	X223_26.08.2020_nul_V3v4_S5	1	Farrestald	0	0	Week 00	B_U	26-08-2020	3871	PlusSo	RWA
275	25-08-2020	nul	X275_26.08.2020_nul_V3v4_S18	1	Farrestald	0	0	Week 00	B_U	26-08-2020	4157	PlusSo	RWA
279	25-08-2020	nul	X279_26.08.2020_nul_V3v4_S66	1	Farrestald	0	0	Week 00	B_U	26-08-2020	3000	PlusSo	RWA
306	25-08-2020	nul	X306_26.08.2020_nul_V3v4_S19	1	Farrestald	0	0	Week 00	B_U	26-08-2020	4103	PlusSo	RWA
322	25-08-2020	nul	X322_26.08.2020_nul_V3v4_S91	1	Farrestald	0	0	Week 00	B_U	26-08-2020	5000	PlusSo	RWA
329	25-08-2020	nul	X329_26.08.2020_nul_V3v4_S32	1	Farrestald	0	0	Week 00	B_U	26-08-2020	5000	PlusSo	RWA
13	25-08-2020	nul	X13_25.08.2020_nul_V3v4_S72	1	Farrestald	0	0	Week 00	C	25-08-2020	3317	Fraveannet	RWA
17	25-08-2020	nul	X17_25.08.2020_nul_V3v4_S264	1	Farrestald	0	0	Week 00	C	25-08-2020	3317	Fraveannet	RWA
26	25-08-2020	nul	X26_25.08.2020_nul_V3v4_S360	1	Farrestald	0	0	Week 00	C	25-08-2020	3951	Fraveannet	RWA
29	25-08-2020	nul	X29_25.08.2020_nul_V3v4_S1	1	Farrestald	0	0	Week 00	C	25-08-2020	3951	Fraveannet	RWA
33	25-08-2020	nul	X33_25.08.2020_nul_V3v4_S13	1	Farrestald	0	0	Week 00	C	25-08-2020	3568	PlusSo	RWA
37	25-08-2020	nul	X37_25.08.2020_nul_V3v4_S25	1	Farrestald	0	0	Week 00	C	25-08-2020	4164	PlusSo	RWA
42	25-08-2020	nul	X42_25.08.2020_nul_V3v4_S37	1	Farrestald	0	0	Week 00	C	25-08-2020	4164	PlusSo	RWA
47	25-08-2020	nul	X47_25.08.2020_nul_V3v4_S49	1	Farrestald	0	0	Week 00	C	25-08-2020	4633	Fraveannet	RWA
50	25-08-2020	nul	X50_25.08.2020_nul_V3v4_S61	1	Farrestald	0	0	Week 00	C	25-08-2020	4633	Fraveannet	RWA
51	25-08-2020	nul	X51_25.08.2020_nul_V3v4_S73	1	Farrestald	0	0	Week 00	C	25-08-2020	4633	Fraveannet	RWA
56	25-08-2020	nul	X56_25.08.2020_nul_V3v4_S85	1	Farrestald	0	0	Week 00	C	25-08-2020	4633	Fraveannet	RWA
58	25-08-2020	nul	X58_25.08.2020_nul_V3v4_S2	1	Farrestald	0	0	Week 00	C	25-08-2020	4461	PlusSo	RWA
61	25-08-2020	nul	X61_25.08.2020_nul_V3v4_S14	1	Farrestald	0	0	Week 00	C	25-08-2020	4461	PlusSo	RWA
86	25-08-2020	nul	X86_25.08.2020_nul_V3v4_S74	1	Farrestald	0	0	Week 00	C	25-08-2020	3480	PlusSo	RWA
87	25-08-2020	nul	X87_25.08.2020_nul_V3v4_S86	1	Farrestald	0	0	Week 00	C	25-08-2020	3480	PlusSo	RWA
333	25-08-2020	nul	-	0	Farrestald	0	0	Week 00	nul	26-08-2020	6000	PlusSo	RWA
334	25-08-2020	nul	-	0	Farrestald	0	0	Week 00	nul	26-08-2020	6000	PlusSo	RWA
335	25-08-2020	nul	-	0	Farrestald	0	0	Week 00	nul	26-08-2020	6000	PlusSo	RWA
180	25-08-2020	REMOVED	-	1	Farrestald	Litter mate treated		Week 00	REMOVED	25-08-2020	0	PlusSo	RWA
181	25-08-2020	REMOVED	-	1	Farrestald	Litter mate treated		Week 00	REMOVED	25-08-2020	0	PlusSo	RWA
182	25-08-2020	REMOVED	-	1	Farrestald	Litter mate treated		Week 00	REMOVED	25-08-2020	0	PlusSo	RWA
183	25-08-2020	REMOVED	-	1	Farrestald	Litter mate treated		Week 00	REMOVED	25-08-2020	0	PlusSo	RWA
184	25-08-2020	REMOVED	-	1	Farrestald	Litter mate treated		Week 00	REMOVED	25-08-2020	0	PlusSo	RWA
185	25-08-2020	REMOVED	-	1	Farrestald	Litter mate treated		Week 00	REMOVED	25-08-2020	0	PlusSo	RWA
186	25-08-2020	REMOVED	-	1	Farrestald	Litter mate treated		Week 00	REMOVED	25-08-2020	0	PlusSo	RWA
73	16-09-2020	A	X73_16.09.2020_A1_V3v4_S70	0	Klimastald	Engemycin	27-08-2020/13-09-2020	Week 03	A	25-08-2020	1000	PlusSo	Early
114	16-09-2020	A	X114_16.09.2020_A1_V3v4_S47	0	Klimastald	Engemycin	14-09-2020	Week 03	A	25-08-2020	3402	PlusSo	Batch
123	16-09-2020	A	X123_16.09.2020_A1_V3v4_S59	0	Klimastald	Engemycin	14-09-2020	Week 03	A	25-08-2020	3416	PlusSo	Batch
156	16-09-2020	A	X156_16.09.2020_A1_V3v4_S95	0	Klimastald	Engemycin	14-09-2020	Week 03	A	25-08-2020	400	PlusSo	Batch
177	16-09-2020	A	X177_16.09.2020_A1_V3v4_S60	0	Klimastald	Engemycin	14-09-2020	Week 03	A	25-08-2020	4468	PlusSo	Batch
191	16-09-2020	A	X191_16.09.2020_A1_S97	0	Klimastald	Engemycin	14-09-2020	Week 03	A	25-08-2020	4390	PlusSo	Batch
235	16-09-2020	A	X235_16.09.2020_A1_S145	0	Klimastald	Engemycin	14-09-2020	Week 03	A	26-08-2020	3593	PlusSo	Batch
260	16-09-2020	A	X260_16.09.2020_A1_S110	0	Klimastald	Engemycin	14-09-2020	Week 03	A	26-08-2020	3939	PlusSo	Batch
264	16-09-2020	A	X264_16.09.2020_A1_S122	0	Klimastald	Engemycin	27-08-2020/13-09-2020	Week 03	A	26-08-2020	3939	PlusSo	Early
277	16-09-2020	A	X277_16.09.2020_A1_S170	0	Klimastald	Engemycin	14-09-2020	Week 03	A	26-08-2020	4157	PlusSo	Batch
290	16-09-2020	A	X290_16.09.2020_A1_S111	0	Klimastald	Engemycin	27-08-2020/13-09-2020	Week 03	A	26-08-2020	3000	PlusSo	Early
291	16-09-2020	A	X291_16.09.2020_A1_S123	0	Klimastald	Engemycin	14-09-2020	Week 03	A	26-08-2020	3000	PlusSo	Batch
314	16-09-2020	A	X314_16.09.2020_A1_S159	0	Klimastald	Engemycin	14-09-2020	Week 03	A	26-08-2020	4103	PlusSo	Batch
319	16-09-2020	A	X319_16.09.2020_A1_S183	0	Klimastald	Engemycin	27-08-2020/13-09-2020	Week 03	A	26-08-2020	5000	PlusSo	Early
320	16-09-2020	A	X320_16.09.2020_A1_S100	0	Klimastald	Engemycin	14-09-2020	Week 03	A	26-08-2020	5000	PlusSo	Batch
325	16-09-2020	A	X325_16.09.2020_A1_S124	0	Klimastald	Engemycin	27-08-2020/13-09-2020	Week 03	A	26-08-2020	5000	PlusSo	Early
326	16-09-2020	A	X326_16.09.2020_A1_S136	0	Klimastald	Engemycin	14-09-2020	Week 03	A	26-08-2020	5000	PlusSo	Batch
332	16-09-2020	A	X332_16.09.2020_A1_S172	0	Klimastald	Engemycin	27-08-2020/13-09-2020	Week 03	A	26-08-2020	5000	PlusSo	Early
65	16-09-2020	B	X65_16.09.2020_B1_V3v4_S46	0	Klimastald	Engemycin	14-09-2020	Week 03	B_T	25-08-2020	4461	PlusSo	Batch
68	16-09-2020	B	X68_16.09.2020_B1_V3v4_S58	0	Klimastald	Engemycin	14-09-2020	Week 03	B_T	25-08-2020	1000	PlusSo	Batch
110	16-09-2020	B	X110_16.09.2020_B1_V3v4_S23	0	Klimastald	Engemycin	14-09-2020	Week 03	B_T	25-08-2020	3402	PlusSo	Batch
192	16-09-2020	B	X192_16.09.2020_B1_S109	0	Klimastald	Engemycin	14-09-2020	Week 03	B_T	25-08-2020	4390	PlusSo	Batch
214	16-09-2020	B	X214_16.09.2020_B1_S121	0	Klimastald	Engemycin	14-09-2020	Week 03	B_T	26-08-2020	3871	PlusSo	Batch
236	16-09-2020	B	X236_16.09.2020_B1_S157	0	Klimastald	Engemycin	14-09-2020	Week 03	B_T	26-08-2020	3593	PlusSo	Batch
247	16-09-2020	B	X247_16.09.2020_B1_S169	0	Klimastald	Engemycin	14-09-2020	Week 03	B_T	26-08-2020	2000	PlusSo	Batch
248	16-09-2020	B	X248_16.09.2020_B1_S181	0	Klimastald	Engemycin	14-09-2020	Week 03	B_T	26-08-2020	2000	PlusSo	Batch
259	16-09-2020	B	X259_16.09.2020_B1_S98	0	Klimastald	Engemycin	14-09-2020	Week 03	B_T	26-08-2020	3939	PlusSo	Batch
269	16-09-2020	B	X269_16.09.2020_B1_S134	0	Klimastald	Engemycin	14-09-2020	Week 03	B_T	26-08-2020	3939	PlusSo	Batch
276	16-09-2020	B	X276_16.09.2020_B1_S158	0	Klimastald	Engemycin	14-09-2020	Week 03	B_T	26-08-2020	4157	PlusSo	Batch
278	16-09-2020	B	X278_16.09.2020_B1_S182	0	Klimastald	Engemycin	14-09-2020	Week 03	B_T	26-08-2020	4157	PlusSo	Batch
312	16-09-2020	B	X312_16.09.2020_B1_S147	0	Klimastald	Engemycin	14-09-2020	Week 03	B_T	26-08-2020	4103	PlusSo	Batch
318	16-09-2020	B	X318_16.09.2020_B1_S171	0	Klimastald	Engemycin	14-09-2020	Week 03	B_T	26-08-2020	4103	PlusSo	Batch
331	16-09-2020	B	X331_16.09.2020_B1_S160	0	Klimastald	Engemycin	14-09-2020	Week 03	B_T	26-08-2020	5000	PlusSo	Batch
16	16-09-2020	B	X16_16.09.2020_B1_V3v4_S80	1	Klimastald	0	0	Week 03	B_U	25-08-2020	3317	Fraveannet	RWA
80	16-09-2020	B	X80_16.09.2020_B1_V3v4_S82	1	Klimastald	0	0	Week 03	B_U	25-08-2020	3824	Fraveannet	RWA
112	16-09-2020	B	X112_16.09.2020_B1_V3v4_S35	1	Klimastald	0	0	Week 03	B_U	25-08-2020	3402	PlusSo	RWA
149	16-09-2020	B	X149_16.09.2020_B1_V3v4_S71	1	Klimastald	0	0	Week 03	B_U	25-08-2020	4340	PlusSo	RWA
151	16-09-2020	B	X151_16.09.2020_B1_V3v4_S83	1	Klimastald	0	0	Week 03	B_U	25-08-2020	400	PlusSo	RWA
158	16-09-2020	B	X158_16.09.2020_B1_V3v4_S12	1	Klimastald	0	0	Week 03	B_U	25-08-2020	4395	PlusSo	RWA
160	16-09-2020	B	X160_16.09.2020_B1_V3v4_S24	1	Klimastald	0	0	Week 03	B_U	25-08-2020	4395	PlusSo	RWA
170	16-09-2020	B	X170_16.09.2020_B1_V3v4_S36	1	Klimastald	0	0	Week 03	B_U	25-08-2020	4468	PlusSo	RWA
173	16-09-2020	B	X173_16.09.2020_B1_V3v4_S48	1	Klimastald	0	0	Week 03	B_U	25-08-2020	4468	PlusSo	RWA
223	16-09-2020	B	X223_16.09.2020_B1_S133	1	Klimastald	0	0	Week 03	B_U	26-08-2020	3871	PlusSo	RWA
275	16-09-2020	B	X275_16.09.2020_B1_S146	1	Klimastald	0	0	Week 03	B_U	26-08-2020	4157	PlusSo	RWA
279	16-09-2020	B	X279_16.09.2020_B1_S99	1	Klimastald	0	0	Week 03	B_U	26-08-2020	3000	PlusSo	RWA
306	16-09-2020	B	X306_16.09.2020_B1_S135	1	Klimastald	0	0	Week 03	B_U	26-08-2020	4103	PlusSo	RWA
322	16-09-2020	B	X322_16.09.2020_B1_S112	1	Klimastald	0	0	Week 03	B_U	26-08-2020	5000	PlusSo	RWA
329	16-09-2020	B	X329_16.09.2020_B1_S148	1	Klimastald	0	0	Week 03	B_U	26-08-2020	5000	PlusSo	RWA
13	16-09-2020	C	X13_16.09.2020_C1_V3v4_S68	1	Klimastald	0	0	Week 03	C	25-08-2020	3317	Fraveannet	RWA
17	16-09-2020	C	X17_16.09.2020_C1_V3v4_S92	1	Klimastald	0	0	Week 03	C	25-08-2020	3317	Fraveannet	RWA
26	16-09-2020	C	X26_16.09.2020_C1_V3v4_S9	1	Klimastald	0	0	Week 03	C	25-08-2020	3951	Fraveannet	RWA
29	16-09-2020	C	X29_16.09.2020_C1_V3v4_S21	1	Klimastald	0	0	Week 03	C	25-08-2020	3951	Fraveannet	RWA
33	16-09-2020	C	X33_16.09.2020_C1_V3v4_S33	1	Klimastald	0	0	Week 03	C	25-08-2020	3568	PlusSo	RWA
37	16-09-2020	C	X37_16.09.2020_C1_V3v4_S45	1	Klimastald	0	0	Week 03	C	25-08-2020	4164	PlusSo	RWA
42	16-09-2020	C	X42_16.09.2020_C1_V3v4_S57	1	Klimastald	0	0	Week 03	C	25-08-2020	4164	PlusSo	RWA
47	16-09-2020	C	X47_16.09.2020_C1_V3v4_S69	1	Klimastald	0	0	Week 03	C	25-08-2020	4633	Fraveannet	RWA
50	16-09-2020	C	X50_16.09.2020_C1_V3v4_S81	1	Klimastald	0	0	Week 03	C	25-08-2020	4633	Fraveannet	RWA
51	16-09-2020	C	X51_16.09.2020_C1_V3v4_S93	1	Klimastald	0	0	Week 03	C	25-08-2020	4633	Fraveannet	RWA
56	16-09-2020	C	X56_16.09.2020_C1_V3v4_S10	1	Klimastald	0	0	Week 03	C	25-08-2020	4633	Fraveannet	RWA
58	16-09-2020	C	X58_16.09.2020_C1_V3v4_S22	1	Klimastald	0	0	Week 03	C	25-08-2020	4461	PlusSo	RWA
61	16-09-2020	C	X61_16.09.2020_C1_V3v4_S34	1	Klimastald	0	0	Week 03	C	25-08-2020	4461	PlusSo	RWA
86	16-09-2020	C	X86_16.09.2020_C1_V3v4_S94	1	Klimastald	0	0	Week 03	C	25-08-2020	3480	PlusSo	RWA
87	16-09-2020	C	X87_16.09.2020_C1_V3v4_S11	1	Klimastald	0	0	Week 03	C	25-08-2020	3480	PlusSo	RWA
73	24-09-2020	A	X73_24.09.2020_A1_S186	0	Klimastald	Engemycin	27-08-2020/13-09-2020	Week 04	A	25-08-2020	1000	PlusSo	Early
114	24-09-2020	A	X114_24.09.2020_A1_S163	0	Klimastald	Engemycin	14-09-2020	Week 04	A	25-08-2020	3402	PlusSo	Batch
123	24-09-2020	A	X123_24.09.2020_A1_S175	0	Klimastald	Engemycin	14-09-2020	Week 04	A	25-08-2020	3416	PlusSo	Batch
143	24-09-2020	A	X143_24.09.2020_A1_S187	0	Klimastald	0	0	Week 04	A	25-08-2020	4340	PlusSo	Late
156	24-09-2020	A	X156_24.09.2020_A1_S128	0	Klimastald	Engemycin	14-09-2020	Week 04	A	25-08-2020	400	PlusSo	Batch
177	24-09-2020	A	X177_24.09.2020_A1_S188	0	Klimastald	Engemycin	14-09-2020	Week 04	A	25-08-2020	4468	PlusSo	Batch
191	24-09-2020	A	X191_24.09.2020_A1_S105	0	Klimastald	Engemycin	14-09-2020	Week 04	A	25-08-2020	4390	PlusSo	Batch
235	24-09-2020	A	X235_24.09.2020_C2_S165	0	Klimastald	Engemycin	14-09-2020	Week 04	A	26-08-2020	3593	PlusSo	Batch
260	24-09-2020	A	X260_24.09.2020_A1_S130	0	Klimastald	Engemycin	14-09-2020	Week 04	A	26-08-2020	3939	PlusSo	Batch
264	24-09-2020	A	X264_24.09.2020_A1_S142	0	Klimastald	Engemycin	27-08-2020/13-09-2020	Week 04	A	26-08-2020	3939	PlusSo	Early
277	24-09-2020	A	X277_24.09.2020_A1_S190	0	Klimastald	Engemycin	14-09-2020	Week 04	A	26-08-2020	4157	PlusSo	Batch
290	24-09-2020	A	X290_24.09.2020_A1_S131	0	Klimastald	Engemycin	27-08-2020/13-09-2020	Week 04	A	26-08-2020	3000	PlusSo	Early
291	24-09-2020	A	X291_24.09.2020_A1_S143	0	Klimastald	Engemycin	14-09-2020	Week 04	A	26-08-2020	3000	PlusSo	Batch
314	24-09-2020	A	X314_24.09.2020_A1_S179	0	Klimastald	Engemycin	14-09-2020	Week 04	A	26-08-2020	4103	PlusSo	Batch
319	24-09-2020	A	X319_24.09.2020_A1_S108	0	Klimastald	Engemycin	27-08-2020/13-09-2020	Week 04	A	26-08-2020	5000	PlusSo	Early
320	24-09-2020	A	X320_24.09.2020_A1_S120	0	Klimastald	Engemycin	14-09-2020	Week 04	A	26-08-2020	5000	PlusSo	Batch
325	24-09-2020	A	X325_24.09.2020_A1_S144	0	Klimastald	Engemycin	27-08-2020/13-09-2020	Week 04	A	26-08-2020	5000	PlusSo	Early
326	24-09-2020	A	X326_24.09.2020_A1_S156	0	Klimastald	Engemycin	14-09-2020	Week 04	A	26-08-2020	5000	PlusSo	Batch
332	24-09-2020	A	X332_24.09.2020_A1_V3v4_S217	0	Klimastald	Engemycin	27-08-2020/13-09-2020	Week 04	A	26-08-2020	5000	PlusSo	Early
65	24-09-2020	B	X65_24.09.2020_B1_S162	0	Klimastald	Engemycin	14-09-2020	Week 04	B_T	25-08-2020	4461	PlusSo	Batch
68	24-09-2020	B	X68_24.09.2020_B1_S174	0	Klimastald	Engemycin	14-09-2020	Week 04	B_T	25-08-2020	1000	PlusSo	Batch
110	24-09-2020	B	X110_24.09.2020_B1_S139	0	Klimastald	Engemycin	14-09-2020	Week 04	B_T	25-08-2020	3402	PlusSo	Batch
192	24-09-2020	B	X192_24.09.2020_B1_S117	0	Klimastald	Engemycin	14-09-2020	Week 04	B_T	25-08-2020	4390	PlusSo	Batch
214	24-09-2020	B	X214_24.09.2020_B1_S129	0	Klimastald	Engemycin	14-09-2020	Week 04	B_T	26-08-2020	3871	PlusSo	Batch
236	24-09-2020	B	X236_24.09.2020_B1_S177	0	Klimastald	Engemycin	14-09-2020	Week 04	B_T	26-08-2020	3593	PlusSo	Batch
247	24-09-2020	B	X247_24.09.2020_B1_S189	0	Klimastald	Engemycin	14-09-2020	Week 04	B_T	26-08-2020	2000	PlusSo	Batch
248	24-09-2020	B	X248_24.09.2020_B1_S106	0	Klimastald	Engemycin	14-09-2020	Week 04	B_T	26-08-2020	2000	PlusSo	Batch
259	24-09-2020	B	X259_24.09.2020_B1_S118	0	Klimastald	Engemycin	14-09-2020	Week 04	B_T	26-08-2020	3939	PlusSo	Batch
269	24-09-2020	B	X269_24.09.2020_B1_S154	0	Klimastald	Engemycin	14-09-2020	Week 04	B_T	26-08-2020	3939	PlusSo	Batch
276	24-09-2020	B	X276_24.09.2020_B1_S178	0	Klimastald	Engemycin	14-09-2020	Week 04	B_T	26-08-2020	4157	PlusSo	Batch
278	24-09-2020	B	X278_24.09.2020_B1_S107	0	Klimastald	Engemycin	14-09-2020	Week 04	B_T	26-08-2020	4157	PlusSo	Batch
312	24-09-2020	B	X312_24.09.2020_B1_S167	0	Klimastald	Engemycin	14-09-2020	Week 04	B_T	26-08-2020	4103	PlusSo	Batch
318	24-09-2020	B	X318_24.09.2020_B1_S191	0	Klimastald	Engemycin	14-09-2020	Week 04	B_T	26-08-2020	4103	PlusSo	Batch
331	24-09-2020	B	X331_24.09.2020_B1_V3v4_S205	0	Klimastald	Engemycin	14-09-2020	Week 04	B_T	26-08-2020	5000	PlusSo	Batch
16	24-09-2020	B	X16_24.09.2020_B1_S101	1	Klimastald	0	0	Week 04	B_U	25-08-2020	3317	Fraveannet	RWA
80	24-09-2020	B	X80_24.09.2020_B1_S103	1	Klimastald	0	0	Week 04	B_U	25-08-2020	3824	Fraveannet	RWA
112	24-09-2020	B	X112_24.09.2020_B1_S151	1	Klimastald	0	0	Week 04	B_U	25-08-2020	3402	PlusSo	RWA
149	24-09-2020	B	X149_24.09.2020_B1_S104	1	Klimastald	0	0	Week 04	B_U	25-08-2020	4340	PlusSo	RWA
151	24-09-2020	B	X151_24.09.2020_B1_S116	1	Klimastald	0	0	Week 04	B_U	25-08-2020	400	PlusSo	RWA
158	24-09-2020	B	X158_24.09.2020_B1_S140	1	Klimastald	0	0	Week 04	B_U	25-08-2020	4395	PlusSo	RWA
160	24-09-2020	B	X160_24.09.2020_B1_S152	1	Klimastald	0	0	Week 04	B_U	25-08-2020	4395	PlusSo	RWA
170	24-09-2020	B	X170_24.09.2020_B1_S164	1	Klimastald	0	0	Week 04	B_U	25-08-2020	4468	PlusSo	RWA
173	24-09-2020	B	X173_24.09.2020_B1_S176	1	Klimastald	0	0	Week 04	B_U	25-08-2020	4468	PlusSo	RWA
223	24-09-2020	B	X223_24.09.2020_B1_S141	1	Klimastald	0	0	Week 04	B_U	26-08-2020	3871	PlusSo	RWA
275	24-09-2020	B	X275_24.09.2020_B1_S166	1	Klimastald	0	0	Week 04	B_U	26-08-2020	4157	PlusSo	RWA
279	24-09-2020	B	X279_24.09.2020_B1_S119	1	Klimastald	0	0	Week 04	B_U	26-08-2020	3000	PlusSo	RWA
306	24-09-2020	B	X306_24.09.2020_B1_S155	1	Klimastald	0	0	Week 04	B_U	26-08-2020	4103	PlusSo	RWA
322	24-09-2020	B	X322_24.09.2020_B1_S132	1	Klimastald	0	0	Week 04	B_U	26-08-2020	5000	PlusSo	RWA
329	24-09-2020	B	X329_24.09.2020_B1_V3v4_S193	1	Klimastald	0	0	Week 04	B_U	26-08-2020	5000	PlusSo	RWA
13	24-09-2020	C	X13_24.09.2020_C1_S184	1	Klimastald	0	0	Week 04	C	25-08-2020	3317	Fraveannet	RWA
17	24-09-2020	C	X17_24.09.2020_C1_S113	1	Klimastald	0	0	Week 04	C	25-08-2020	3317	Fraveannet	RWA
26	24-09-2020	C	X26_24.09.2020_C1_S125	1	Klimastald	0	0	Week 04	C	25-08-2020	3951	Fraveannet	RWA
29	24-09-2020	C	X29_24.09.2020_C1_S137	1	Klimastald	0	0	Week 04	C	25-08-2020	3951	Fraveannet	RWA
