PIG	DATE	GROUP	FULL	OUA	Stald	Antibiotic	Behandlingsdato	Week	GROUP_B	DATE_dif_nul	So	Note	Behandlings_tidpunkt
259	03-11-2020	B.2	X259_03.11.2020_B1.2_S41	0	Slagtestald	Engemycin	14-09-2020	Week 10	B_T	26-08-2020	3939	PlusSo	Batch
269	03-11-2020	B.2	X269_03.11.2020_B1.2_S49	0	Slagtestald	Engemycin	14-09-2020	Week 10	B_T	26-08-2020	3939	PlusSo	Batch
276	03-11-2020	B.2	X276_03.11.2020_B1.2_S57	0	Slagtestald	Engemycin	14-09-2020	Week 10	B_T	26-08-2020	4157	PlusSo	Batch
312	03-11-2020	B.1	X312_03.11.2020_B1.1_S50	0	Slagtestald	Engemycin	14-09-2020	Week 10	B_T	26-08-2020	4103	PlusSo	Batch
318	03-11-2020	B.2	X318_03.11.2020_B1.2_S58	0	Slagtestald	Engemycin	14-09-2020	Week 10	B_T	26-08-2020	4103	PlusSo	Batch
331	03-11-2020	B.2	X331_03.11.2020_B1.2_S51	0	Slagtestald	Engemycin	14-09-2020	Week 10	B_T	26-08-2020	5000	PlusSo	Batch
16	03-11-2020	B.1	X16_03.11.2020_B1.1_S6	1	Slagtestald	0	0	Week 10	B_U	25-08-2020	3317	Fraveannet	RWA
112	03-11-2020	B.2	X112_03.11.2020_B1.2_S23	1	Slagtestald	0	0	Week 10	B_U	25-08-2020	3402	PlusSo	RWA
149	03-11-2020	B.1	X149_03.11.2020_B1.1_S4	1	Slagtestald	0	0	Week 10	B_U	25-08-2020	4340	PlusSo	RWA
151	03-11-2020	B.2	X151_03.11.2020_B1.2_S9	1	Slagtestald	0	0	Week 10	B_U	25-08-2020	400	PlusSo	RWA
158	03-11-2020	B.1	X158_03.11.2020_B1.1_S19	1	Slagtestald	0	0	Week 10	B_U	25-08-2020	4395	PlusSo	RWA
160	03-11-2020	B.2	X160_03.11.2020_B1.2_S24	1	Slagtestald	0	0	Week 10	B_U	25-08-2020	4395	PlusSo	RWA
170	03-11-2020	B.2	X170_03.11.2020_B1.2_S29	1	Slagtestald	0	0	Week 10	B_U	25-08-2020	4468	PlusSo	RWA
173	03-11-2020	B.1	X173_03.11.2020_B1.1_S34	1	Slagtestald	0	0	Week 10	B_U	25-08-2020	4468	PlusSo	RWA
223	03-11-2020	B.2	X223_03.11.2020_B1.2_S20	1	Slagtestald	0	0	Week 10	B_U	26-08-2020	3871	PlusSo	RWA
275	03-11-2020	B.2	X275_03.11.2020_B1.2_S53	1	Slagtestald	0	0	Week 10	B_U	26-08-2020	4157	PlusSo	RWA
306	03-11-2020	B.2	X306_03.11.2020_B1.2_S46	1	Slagtestald	0	0	Week 10	B_U	26-08-2020	4103	PlusSo	RWA
329	03-11-2020	B.1	X329_03.11.2020_B1.1_S47	1	Slagtestald	0	0	Week 10	B_U	26-08-2020	5000	PlusSo	RWA
13	03-11-2020	C	X13_03.11.2020_C1_S1	1	Slagtestald	0	0	Week 10	C	25-08-2020	3317	Fraveannet	RWA
17	03-11-2020	C	X17_03.11.2020_C1_S11	1	Slagtestald	0	0	Week 10	C	25-08-2020	3317	Fraveannet	RWA
26	03-11-2020	C	X26_03.11.2020_C1_S16	1	Slagtestald	0	0	Week 10	C	25-08-2020	3951	Fraveannet	RWA
29	03-11-2020	C	X29_03.11.2020_C1_S21	1	Slagtestald	0	0	Week 10	C	25-08-2020	3951	Fraveannet	RWA
33	03-11-2020	C	X33_03.11.2020_C2_S26	1	Slagtestald	0	0	Week 10	C	25-08-2020	3568	PlusSo	RWA
37	03-11-2020	C	X37_03.11.2020_C2_S31	1	Slagtestald	0	0	Week 10	C	25-08-2020	4164	PlusSo	RWA
42	03-11-2020	C	X42_03.11.2020_C1_S36	1	Slagtestald	0	0	Week 10	C	25-08-2020	4164	PlusSo	RWA
47	03-11-2020	C	X47_03.11.2020_C2_S2	1	Slagtestald	0	0	Week 10	C	25-08-2020	4633	Fraveannet	RWA
50	03-11-2020	C	X50_03.11.2020_C2_S7	1	Slagtestald	0	0	Week 10	C	25-08-2020	4633	Fraveannet	RWA
51	03-11-2020	C	X51_03.11.2020_C2_S12	1	Slagtestald	0	0	Week 10	C	25-08-2020	4633	Fraveannet	RWA
56	03-11-2020	C	X56_03.11.2020_C2_S17	1	Slagtestald	0	0	Week 10	C	25-08-2020	4633	Fraveannet	RWA
58	03-11-2020	C	X58_03.11.2020_C2_S22	1	Slagtestald	0	0	Week 10	C	25-08-2020	4461	PlusSo	RWA
61	03-11-2020	C	X61_03.11.2020_C1_S27	1	Slagtestald	0	0	Week 10	C	25-08-2020	4461	PlusSo	RWA
86	03-11-2020	C	X86_03.11.2020_C1_S8	1	Slagtestald	0	0	Week 10	C	25-08-2020	3480	PlusSo	RWA
87	03-11-2020	C	X87_03.11.2020_C2_S13	1	Slagtestald	0	0	Week 10	C	25-08-2020	3480	PlusSo	RWA
73	24-11-2020	A	X73_24.11.2020_A1_S59	0	Slagtestald	Engemycin	27-08-2020/13-09-2020	Week 13	A	25-08-2020	1000	PlusSo	Early
114	24-11-2020	A	X114_24.11.2020_A1_S63	0	Slagtestald	Engemycin	14-09-2020	Week 13	A	25-08-2020	3402	PlusSo	Batch
123	24-11-2020	A	X123_24.11.2020_A1_S67	0	Slagtestald	Engemycin	14-09-2020	Week 13	A	25-08-2020	3416	PlusSo	Batch
143	24-11-2020	A	X143_24.11.2020_A1_S71	0	Slagtestald	0	0	Week 13	A	25-08-2020	4340	PlusSo	Late
156	24-11-2020	A	X156_24.11.2020_A1_S44	0	Slagtestald	Engemycin	14-09-2020	Week 13	A	25-08-2020	400	PlusSo	Batch
177	24-11-2020	A	X177_24.11.2020_A1_S48	0	Slagtestald	Engemycin	14-09-2020	Week 13	A	25-08-2020	4468	PlusSo	Batch
191	24-11-2020	A	X191_24.11.2020_A1_S52	0	Slagtestald	Engemycin	14-09-2020	Week 13	A	25-08-2020	4390	PlusSo	Batch
235	24-11-2020	A	X235_24.11.2020_A1_S56	0	Slagtestald	Engemycin	14-09-2020	Week 13	A	26-08-2020	3593	PlusSo	Batch
260	24-11-2020	A	X260_24.11.2020_A1_S60	0	Slagtestald	Engemycin	14-09-2020	Week 13	A	26-08-2020	3939	PlusSo	Batch
277	24-11-2020	A	X277_24.11.2020_A1_S64	0	Slagtestald	Engemycin	14-09-2020	Week 13	A	26-08-2020	4157	PlusSo	Batch
280	24-11-2020	A	X280_24.11.2020_A1_S68	0	Slagtestald	0	?	Week 13	A	26-08-2020	3000	PlusSo	Late
290	24-11-2020	A	X290_24.11.2020_A1_S72	0	Slagtestald	Engemycin	27-08-2020/13-09-2020	Week 13	A	26-08-2020	3000	PlusSo	Early
291	24-11-2020	A	X291_24.11.2020_A1_S73	0	Slagtestald	Engemycin	14-09-2020	Week 13	A	26-08-2020	3000	PlusSo	Batch
314	24-11-2020	A	X314_24.11.2020_A1_S76	0	Slagtestald	Engemycin	14-09-2020	Week 13	A	26-08-2020	4103	PlusSo	Batch
319	24-11-2020	A	X319_24.11.2020_A1_S79	0	Slagtestald	Engemycin	27-08-2020/13-09-2020	Week 13	A	26-08-2020	5000	PlusSo	Early
320	24-11-2020	A	X320_24.11.2020_A1_S82	0	Slagtestald	Engemycin	14-09-2020	Week 13	A	26-08-2020	5000	PlusSo	Batch
325	24-11-2020	A	X325_24.11.2020_A1_S85	0	Slagtestald	Engemycin	27-08-2020/13-09-2020	Week 13	A	26-08-2020	5000	PlusSo	Early
326	24-11-2020	A	X326_24.11.2020_A1_S88	0	Slagtestald	Engemycin	14-09-2020	Week 13	A	26-08-2020	5000	PlusSo	Batch
332	24-11-2020	A	X332_24.11.2020_A1_S91	0	Slagtestald	Engemycin	27-08-2020/13-09-2020	Week 13	A	26-08-2020	5000	PlusSo	Early
65	24-11-2020	B.1	X65_24.11.2020_B1.1_S74	0	Slagtestald	Engemycin	14-09-2020	Week 13	B_T	25-08-2020	4461	PlusSo	Batch
68	24-11-2020	B.1	X68_24.11.2020_B1.1_S77	0	Slagtestald	Engemycin	14-09-2020	Week 13	B_T	25-08-2020	1000	PlusSo	Batch
110	24-11-2020	B.1	X110_24.11.2020_B1.1_S80	0	Slagtestald	Engemycin	14-09-2020	Week 13	B_T	25-08-2020	3402	PlusSo	Batch
192	24-11-2020	B.1	X192_24.11.2020_B1.1_S92	0	Slagtestald	Engemycin	14-09-2020	Week 13	B_T	25-08-2020	4390	PlusSo	Batch
214	24-11-2020	B.2	X214_24.11.2020_B1.2_S97	0	Slagtestald	Engemycin	14-09-2020	Week 13	B_T	26-08-2020	3871	PlusSo	Batch
236	24-11-2020	B.1	X236_24.11.2020_B1.1_S95	0	Slagtestald	Engemycin	14-09-2020	Week 13	B_T	26-08-2020	3593	PlusSo	Batch
247	24-11-2020	B.2	X247_24.11.2020_B1.2_S107	0	Slagtestald	Engemycin	14-09-2020	Week 13	B_T	26-08-2020	2000	PlusSo	Batch
248	24-11-2020	B.2	X248_24.11.2020_B1.2_S112	0	Slagtestald	Engemycin	14-09-2020	Week 13	B_T	26-08-2020	2000	PlusSo	Batch
259	24-11-2020	B.2	X259_24.11.2020_B1.2_S117	0	Slagtestald	Engemycin	14-09-2020	Week 13	B_T	26-08-2020	3939	PlusSo	Batch
276	24-11-2020	B.2	X276_24.11.2020_B1.2_S127	0	Slagtestald	Engemycin	14-09-2020	Week 13	B_T	26-08-2020	4157	PlusSo	Batch
312	24-11-2020	B.1	X312_24.11.2020_B1.1_S75	0	Slagtestald	Engemycin	14-09-2020	Week 13	B_T	26-08-2020	4103	PlusSo	Batch
318	24-11-2020	B.2	X318_24.11.2020_B1.2_S98	0	Slagtestald	Engemycin	14-09-2020	Week 13	B_T	26-08-2020	4103	PlusSo	Batch
331	24-11-2020	B.2	X331_24.11.2020_B1.2_S103	0	Slagtestald	Engemycin	14-09-2020	Week 13	B_T	26-08-2020	5000	PlusSo	Batch
16	24-11-2020	B.1	X16_24.11.2020_B1.1_S94	1	Slagtestald	0	0	Week 13	B_U	25-08-2020	3317	Fraveannet	RWA
112	24-11-2020	B.2	X112_24.11.2020_B1.2_S81	1	Slagtestald	0	0	Week 13	B_U	25-08-2020	3402	PlusSo	RWA
149	24-11-2020	B.1	X149_24.11.2020_B1.1_S83	1	Slagtestald	0	0	Week 13	B_U	25-08-2020	4340	PlusSo	RWA
151	24-11-2020	B.2	X151_24.11.2020_B1.2_S84	1	Slagtestald	0	0	Week 13	B_U	25-08-2020	400	PlusSo	RWA
158	24-11-2020	B.1	X158_24.11.2020_B1.1_S86	1	Slagtestald	0	0	Week 13	B_U	25-08-2020	4395	PlusSo	RWA
170	24-11-2020	B.2	X170_24.11.2020_B1.2_S87	1	Slagtestald	0	0	Week 13	B_U	25-08-2020	4468	PlusSo	RWA
173	24-11-2020	B.1	X173_24.11.2020_B1.1_S89	1	Slagtestald	0	0	Week 13	B_U	25-08-2020	4468	PlusSo	RWA
223	24-11-2020	B.2	X223_24.11.2020_B1.2_S102	1	Slagtestald	0	0	Week 13	B_U	26-08-2020	3871	PlusSo	RWA
275	24-11-2020	B.2	X275_24.11.2020_B1.2_S122	1	Slagtestald	0	0	Week 13	B_U	26-08-2020	4157	PlusSo	RWA
306	24-11-2020	B.2	X306_24.11.2020_B1.2_S132	1	Slagtestald	0	0	Week 13	B_U	26-08-2020	4103	PlusSo	RWA
329	24-11-2020	B.1	X329_24.11.2020_B1.1_S78	1	Slagtestald	0	0	Week 13	B_U	26-08-2020	5000	PlusSo	RWA
13	24-11-2020	C	X13_24.11.2020_C1_S108	1	Slagtestald	0	0	Week 13	C	25-08-2020	3317	Fraveannet	RWA
17	24-11-2020	C	X17_24.11.2020_C1_S113	1	Slagtestald	0	0	Week 13	C	25-08-2020	3317	Fraveannet	RWA
26	24-11-2020	C	X26_24.11.2020_C1_S118	1	Slagtestald	0	0	Week 13	C	25-08-2020	3951	Fraveannet	RWA
29	24-11-2020	C	X29_24.11.2020_C1_S123	1	Slagtestald	0	0	Week 13	C	25-08-2020	3951	Fraveannet	RWA
33	24-11-2020	C	X33_24.11.2020_C2_S99	1	Slagtestald	0	0	Week 13	C	25-08-2020	3568	PlusSo	RWA
37	24-11-2020	C	X37_24.11.2020_C2_S104	1	Slagtestald	0	0	Week 13	C	25-08-2020	4164	PlusSo	RWA
42	24-11-2020	C	X42_24.11.2020_C1_S128	1	Slagtestald	0	0	Week 13	C	25-08-2020	4164	PlusSo	RWA
47	24-11-2020	C	X47_24.11.2020_C2_S109	1	Slagtestald	0	0	Week 13	C	25-08-2020	4633	Fraveannet	RWA
50	24-11-2020	C	X50_24.11.2020_C2_S114	1	Slagtestald	0	0	Week 13	C	25-08-2020	4633	Fraveannet	RWA
56	24-11-2020	C	X56_24.11.2020_C2_S119	1	Slagtestald	0	0	Week 13	C	25-08-2020	4633	Fraveannet	RWA
58	24-11-2020	C	X58_24.11.2020_C2_S124	1	Slagtestald	0	0	Week 13	C	25-08-2020	4461	PlusSo	RWA
61	24-11-2020	C	X61_24.11.2020_C1_S133	1	Slagtestald	0	0	Week 13	C	25-08-2020	4461	PlusSo	RWA
87	24-11-2020	C	X87_24.11.2020_C2_S176	1	Slagtestald	0	0	Week 13	C	25-08-2020	3480	PlusSo	RWA
73	16-12-2020	A	X73_16.12.2020_A1_S129	0	Slagtestald	Engemycin	27-08-2020/13-09-2020	Week 16	A	25-08-2020	1000	PlusSo	Early
114	16-12-2020	A	X114_16.12.2020_A1_S134	0	Slagtestald	Engemycin	14-09-2020	Week 16	A	25-08-2020	3402	PlusSo	Batch
143	16-12-2020	A	X143_16.12.2020_A1_S100	0	Slagtestald	0	0	Week 16	A	25-08-2020	4340	PlusSo	Late
156	16-12-2020	A	X156_16.12.2020_A1_S105	0	Slagtestald	Engemycin	14-09-2020	Week 16	A	25-08-2020	400	PlusSo	Batch
177	16-12-2020	A	X177_16.12.2020_A1_S110	0	Slagtestald	Engemycin	14-09-2020	Week 16	A	25-08-2020	4468	PlusSo	Batch
191	16-12-2020	A	X191_16.12.2020_A1_S115	0	Slagtestald	Engemycin	14-09-2020	Week 16	A	25-08-2020	4390	PlusSo	Batch
235	16-12-2020	A	X235_16.12.2020_A1_S120	0	Slagtestald	Engemycin	14-09-2020	Week 16	A	26-08-2020	3593	PlusSo	Batch
260	16-12-2020	A	X260_16.12.2020_A1_S125	0	Slagtestald	Engemycin	14-09-2020	Week 16	A	26-08-2020	3939	PlusSo	Batch
277	16-12-2020	A	X277_16.12.2020_A1_S130	0	Slagtestald	Engemycin	14-09-2020	Week 16	A	26-08-2020	4157	PlusSo	Batch
280	16-12-2020	A	X280_16.12.2020_A1_S135	0	Slagtestald	0	?	Week 16	A	26-08-2020	3000	PlusSo	Late
290	16-12-2020	A	X290_16.12.2020_A1_S101	0	Slagtestald	Engemycin	27-08-2020/13-09-2020	Week 16	A	26-08-2020	3000	PlusSo	Early
291	16-12-2020	A	X291_16.12.2020_A1_S106	0	Slagtestald	Engemycin	14-09-2020	Week 16	A	26-08-2020	3000	PlusSo	Batch
314	16-12-2020	A	X314_16.12.2020_A1_S111	0	Slagtestald	Engemycin	14-09-2020	Week 16	A	26-08-2020	4103	PlusSo	Batch
319	16-12-2020	A	X319_16.12.2020_A1_S116	0	Slagtestald	Engemycin	27-08-2020/13-09-2020	Week 16	A	26-08-2020	5000	PlusSo	Early
320	16-12-2020	A	X320_16.12.2020_A1_S121	0	Slagtestald	Engemycin	14-09-2020	Week 16	A	26-08-2020	5000	PlusSo	Batch
325	16-12-2020	A	X325_16.12.2020_A1_S126	0	Slagtestald	Engemycin	27-08-2020/13-09-2020	Week 16	A	26-08-2020	5000	PlusSo	Early
326	16-12-2020	A	X326_16.12.2020_A1_S131	0	Slagtestald	Engemycin	14-09-2020	Week 16	A	26-08-2020	5000	PlusSo	Batch
65	16-12-2020	B.1	X65_16.12.2020_B1.1_S137	0	Slagtestald	Engemycin	14-09-2020	Week 16	B_T	25-08-2020	4461	PlusSo	Batch
68	16-12-2020	B.1	X68_16.12.2020_B1.1_S141	0	Slagtestald	Engemycin	14-09-2020	Week 16	B_T	25-08-2020	1000	PlusSo	Batch
110	16-12-2020	B.1	X110_16.12.2020_B1.1_S145	0	Slagtestald	Engemycin	14-09-2020	Week 16	B_T	25-08-2020	3402	PlusSo	Batch
192	16-12-2020	B.1	X192_16.12.2020_B1.1_S161	0	Slagtestald	Engemycin	14-09-2020	Week 16	B_T	25-08-2020	4390	PlusSo	Batch
214	16-12-2020	B.2	X214_16.12.2020_B1.2_S166	0	Slagtestald	Engemycin	14-09-2020	Week 16	B_T	26-08-2020	3871	PlusSo	Batch
236	16-12-2020	B.1	X236_16.12.2020_B1.1_S165	0	Slagtestald	Engemycin	14-09-2020	Week 16	B_T	26-08-2020	3593	PlusSo	Batch
247	16-12-2020	B.2	X247_16.12.2020_B1.2_S143	0	Slagtestald	Engemycin	14-09-2020	Week 16	B_T	26-08-2020	2000	PlusSo	Batch
248	16-12-2020	B.2	X248_16.12.2020_B1.2_S147	0	Slagtestald	Engemycin	14-09-2020	Week 16	B_T	26-08-2020	2000	PlusSo	Batch
259	16-12-2020	B.2	X259_16.12.2020_B1.2_S151	0	Slagtestald	Engemycin	14-09-2020	Week 16	B_T	26-08-2020	3939	PlusSo	Batch
269	16-12-2020	B.2	X269_16.12.2020_B1.2_S155	0	Slagtestald	Engemycin	14-09-2020	Week 16	B_T	26-08-2020	3939	PlusSo	Batch
276	16-12-2020	B.2	X276_16.12.2020_B1.2_S163	0	Slagtestald	Engemycin	14-09-2020	Week 16	B_T	26-08-2020	4157	PlusSo	Batch
312	16-12-2020	B.1	X312_16.12.2020_B1.1_S142	0	Slagtestald	Engemycin	14-09-2020	Week 16	B_T	26-08-2020	4103	PlusSo	Batch
318	16-12-2020	B.2	X318_16.12.2020_B1.2_S140	0	Slagtestald	Engemycin	14-09-2020	Week 16	B_T	26-08-2020	4103	PlusSo	Batch
16	16-12-2020	B.1	X16_16.12.2020_B1.1_S136	1	Slagtestald	0	0	Week 16	B_U	25-08-2020	3317	Fraveannet	RWA
112	16-12-2020	B.2	X112_16.12.2020_B1.2_S150	1	Slagtestald	0	0	Week 16	B_U	25-08-2020	3402	PlusSo	RWA
149	16-12-2020	B.1	X149_16.12.2020_B1.1_S149	1	Slagtestald	0	0	Week 16	B_U	25-08-2020	4340	PlusSo	RWA
151	16-12-2020	B.2	X151_16.12.2020_B1.2_S154	1	Slagtestald	0	0	Week 16	B_U	25-08-2020	400	PlusSo	RWA
158	16-12-2020	B.1	X158_16.12.2020_B1.1_S153	1	Slagtestald	0	0	Week 16	B_U	25-08-2020	4395	PlusSo	RWA
160	16-12-2020	B.2	X160_16.12.2020_B1.2_S158	1	Slagtestald	0	0	Week 16	B_U	25-08-2020	4395	PlusSo	RWA
170	16-12-2020	B.2	X170_16.12.2020_B1.2_S162	1	Slagtestald	0	0	Week 16	B_U	25-08-2020	4468	PlusSo	RWA
173	16-12-2020	B.1	X173_16.12.2020_B1.1_S157	1	Slagtestald	0	0	Week 16	B_U	25-08-2020	4468	PlusSo	RWA
223	16-12-2020	B.2	X223_16.12.2020_B1.2_S139	1	Slagtestald	0	0	Week 16	B_U	26-08-2020	3871	PlusSo	RWA
275	16-12-2020	B.2	X275_16.12.2020_B1.2_S159	1	Slagtestald	0	0	Week 16	B_U	26-08-2020	4157	PlusSo	RWA
279	16-12-2020	B.1	X279_16.12.2020_B1.1_S138	1	Slagtestald	0	0	Week 16	B_U	26-08-2020	3000	PlusSo	RWA
306	16-12-2020	B.2	X306_16.12.2020_B1.2_S167	1	Slagtestald	0	0	Week 16	B_U	26-08-2020	4103	PlusSo	RWA
329	16-12-2020	B.1	X329_16.12.2020_B1.1_S146	1	Slagtestald	0	0	Week 16	B_U	26-08-2020	5000	PlusSo	RWA
13	16-12-2020	C	X13_16.12.2020_C1_S144	1	Slagtestald	0	0	Week 16	C	25-08-2020	3317	Fraveannet	RWA
17	16-12-2020	C	X17_16.12.2020_C1_S148	1	Slagtestald	0	0	Week 16	C	25-08-2020	3317	Fraveannet	RWA
26	16-12-2020	C	X26_16.12.2020_C1_S152	1	Slagtestald	0	0	Week 16	C	25-08-2020	3951	Fraveannet	RWA
29	16-12-2020	C	X29_16.12.2020_C1_S156	1	Slagtestald	0	0	Week 16	C	25-08-2020	3951	Fraveannet	RWA
33	16-12-2020	C	X33_16.12.2020_C2_S169	1	Slagtestald	0	0	Week 16	C	25-08-2020	3568	PlusSo	RWA
37	16-12-2020	C	X37_16.12.2020_C2_S170	1	Slagtestald	0	0	Week 16	C	25-08-2020	4164	PlusSo	RWA
42	16-12-2020	C	X42_16.12.2020_C1_S160	1	Slagtestald	0	0	Week 16	C	25-08-2020	4164	PlusSo	RWA
47	16-12-2020	C	X47_16.12.2020_C2_S171	1	Slagtestald	0	0	Week 16	C	25-08-2020	4633	Fraveannet	RWA
50	16-12-2020	C	X50_16.12.2020_C2_S172	1	Slagtestald	0	0	Week 16	C	25-08-2020	4633	Fraveannet	RWA
56	16-12-2020	C	X56_16.12.2020_C2_S173	1	Slagtestald	0	0	Week 16	C	25-08-2020	4633	Fraveannet	RWA
58	16-12-2020	C	X58_16.12.2020_C2_S174	1	Slagtestald	0	0	Week 16	C	25-08-2020	4461	PlusSo	RWA
61	16-12-2020	C	X61_16.12.2020_C1_S164	1	Slagtestald	0	0	Week 16	C	25-08-2020	4461	PlusSo	RWA
86	16-12-2020	C	X86_16.12.2020_C1_S168	1	Slagtestald	0	0	Week 16	C	25-08-2020	3480	PlusSo	RWA
87	16-12-2020	C	X87_16.12.2020_C2_S175	1	Slagtestald	0	0	Week 16	C	25-08-2020	3480	PlusSo	RWA
